p_val	avg_logFC	pct.1	pct.2	p_val_adj	abs	genename
Ruvbl2	2.56687704403268e-12	0.0285970780663889	0.228	0.152	3.49891009872094e-08	0.0285970780663889	Ruvbl2
Tardbp	2.56811637118373e-12	0.227126787410195	0.3	0.215	3.50059942556054e-08	0.227126787410195	Tardbp
Ubxn6	2.5705861442968e-12	0.114461778081186	0.28	0.191	3.50396597329097e-08	0.114461778081186	Ubxn6
Yrdc	2.6119804074365e-12	-0.0238719978284554	0.134	0.214	3.56039049337669e-08	0.0238719978284554	Yrdc
Sec63	2.6128983105498e-12	0.0346539901974493	0.142	0.215	3.56164168711043e-08	0.0346539901974493	Sec63
Hltf	2.63113006997077e-12	0.0523678878451207	0.224	0.144	3.58649339837716e-08	0.0523678878451207	Hltf
Gm20300	2.78569138391626e-12	0.0224241013226387	0.038	0.119	3.79717592541626e-08	0.0224241013226387	Gm20300
Gpr65	2.82269211811293e-12	0.0305548800054962	0.102	0.18	3.84761162619974e-08	0.0305548800054962	Gpr65
Zfp945	2.82864375628353e-12	0.0199986750857072	0.13	0.221	3.85572430419008e-08	0.0199986750857072	Zfp945
Kidins220	2.86731543602012e-12	0.0222255749216529	0.241	0.168	3.90843767083903e-08	0.0222255749216529	Kidins220
Med26	2.87657317540901e-12	0.0535033580123872	0.227	0.15	3.92105689540003e-08	0.0535033580123872	Med26
Ifi27l2a	2.88109147836167e-12	0.481291001099092	0.598	0.562	3.92721579415479e-08	0.481291001099092	Ifi27l2a
Mpg	2.94299403795954e-12	0.0809526759430988	0.174	0.097	4.01159517314265e-08	0.0809526759430988	Mpg
Tmem176a	2.97108751702356e-12	0.0252385164390748	0.222	0.154	4.04988939445481e-08	0.0252385164390748	Tmem176a
Stx11	3.03083542866336e-12	-0.00155665311646139	0.092	0.186	4.13133177281102e-08	0.00155665311646139	Stx11
Fam120c	3.38110971678163e-12	-0.0257236753739694	0.061	0.16	4.60879065494504e-08	0.0257236753739694	Fam120c
Sart1	3.41033614297788e-12	0.0241038957401239	0.181	0.277	4.64862919649315e-08	0.0241038957401239	Sart1
Smcr8	3.42445403271046e-12	-0.0534475497548114	0.134	0.225	4.66787329198762e-08	0.0534475497548114	Smcr8
Gm49085	3.44857640424674e-12	-0.00333684290191334	0.082	0.168	4.70075449662873e-08	0.00333684290191334	Gm49085
Mettl16	3.4536644413487e-12	-0.0180303580988002	0.172	0.261	4.70769000000242e-08	0.0180303580988002	Mettl16
9930021J03Rik	3.47507413673389e-12	0.0167542057881745	0.119	0.194	4.73687355578196e-08	0.0167542057881745	9930021J03Rik
Gtf3c3	3.51374160675398e-12	0.0470802660373297	0.232	0.151	4.78958118416635e-08	0.0470802660373297	Gtf3c3
Irf1	3.52470071405063e-12	0.0176254190319647	0.285	0.423	4.80451954332241e-08	0.0176254190319647	Irf1
Stk35	3.57413605839193e-12	0.0126703085749131	0.175	0.053	4.87190486119403e-08	0.0126703085749131	Stk35
Tox	3.61302724566794e-12	0.284448672578879	0.267	0.17	4.92491743856997e-08	0.284448672578879	Tox
Hibadh	3.68224411215869e-12	-0.0250992509808611	0.166	0.26	5.01926694928352e-08	0.0250992509808611	Hibadh
Vps13c	3.71463841416697e-12	0.081070528607013	0.236	0.159	5.063423622351e-08	0.081070528607013	Vps13c
Eml4	3.74947706003303e-12	0.0470552372417729	0.186	0.275	5.11091218053103e-08	0.0470552372417729	Eml4
Pabpc1	3.83321622847135e-12	-0.189216593449391	0.719	0.882	5.2250570410293e-08	0.189216593449391	Pabpc1
Zfp322a	3.83329945494453e-12	-0.0225456933620316	0.105	0.194	5.22517048703488e-08	0.0225456933620316	Zfp322a
Dnajc4	3.85024134314957e-12	0.0441963784259749	0.14	0.218	5.24826397484718e-08	0.0441963784259749	Dnajc4
Atrip	3.98543481046833e-12	0.0764131419850805	0.272	0.193	5.43254619014937e-08	0.0764131419850805	Atrip
Ddx59	4.00488361009535e-12	-0.0182642155835364	0.065	0.103	5.45905684892097e-08	0.0182642155835364	Ddx59
Cep68	4.05005552653766e-12	0.0308822519124329	0.102	0.038	5.52063068822348e-08	0.0308822519124329	Cep68
Parp14	4.09339365930104e-12	-0.0248741531780918	0.107	0.188	5.57970489699325e-08	0.0248741531780918	Parp14
Sugp1	4.26088972130076e-12	-0.00846288531183514	0.123	0.206	5.80801877910507e-08	0.00846288531183514	Sugp1
Mmp11	4.26501905495617e-12	0.0642856778045404	0.176	0.05	5.81364747381075e-08	0.0642856778045404	Mmp11
Tbc1d23	4.30715259232144e-12	0.0379696462471592	0.16	0.236	5.87107969859335e-08	0.0379696462471592	Tbc1d23
Prmt5	4.34550691565344e-12	-0.0228851333037334	0.118	0.197	5.9233604767272e-08	0.0228851333037334	Prmt5
Apool	4.5104985330546e-12	-0.0548750204895945	0.123	0.208	6.14826055040672e-08	0.0548750204895945	Apool
Micall1	4.51464666509022e-12	-0.00287286893973097	0.129	0.184	6.15391486918447e-08	0.00287286893973097	Micall1
Vipas39	4.52312116497824e-12	0.0399477684830347	0.123	0.19	6.16546645998184e-08	0.0399477684830347	Vipas39
Tbl1x	4.72167332170195e-12	-0.0455084574214867	0.116	0.203	6.43611290481193e-08	0.0455084574214867	Tbl1x
Mapre3	4.80664412886733e-12	-0.0108509987457589	0.104	0.127	6.55193661205906e-08	0.0108509987457589	Mapre3
Pms2	4.91957868445009e-12	0.0320293153464079	0.179	0.262	6.70587770477392e-08	0.0320293153464079	Pms2
Fam13b	4.97060604733095e-12	-0.00934471681993809	0.169	0.242	6.77543310311681e-08	0.00934471681993809	Fam13b
Gm47802	4.97273895613882e-12	0.00553053318407164	0.037	0.127	6.77834047111282e-08	0.00553053318407164	Gm47802
Mynn	4.97457505367115e-12	0.0174137626862264	0.141	0.222	6.78084325565915e-08	0.0174137626862264	Mynn
Ppm1a	5.05955272536676e-12	-0.0538496839204952	0.159	0.236	6.89667631994743e-08	0.0538496839204952	Ppm1a
Tnfrsf22	5.07250691417702e-12	-0.0245765955153515	0.062	0.15	6.9143341747147e-08	0.0245765955153515	Tnfrsf22
Zmym6	5.11562245456118e-12	0.024640368668909	0.195	0.108	6.97310496781234e-08	0.024640368668909	Zmym6
Nudt7	5.20556001599911e-12	0.00716203944400321	0.052	0.114	7.09569885780838e-08	0.00716203944400321	Nudt7
Osgin2	5.28814203218404e-12	-0.0234362763997362	0.113	0.173	7.20826640407007e-08	0.0234362763997362	Osgin2
Lonp1	5.35214758551646e-12	0.0634587953256363	0.142	0.218	7.29551237381748e-08	0.0634587953256363	Lonp1
Cdca4	5.41297353047207e-12	0.0900679633415367	0.136	0.214	7.37842421938647e-08	0.0900679633415367	Cdca4
Cog4	5.42757641936835e-12	0.0154928723951477	0.195	0.121	7.398329417241e-08	0.0154928723951477	Cog4
Rhob	5.65351994154914e-12	-0.155392923222232	0.225	0.308	7.70631303232563e-08	0.155392923222232	Rhob
Usp18	5.67341955116152e-12	0.0902534154830209	0.117	0.197	7.73343819018826e-08	0.0902534154830209	Usp18
Bag4	5.68003449172717e-12	0.0653209775819035	0.188	0.273	7.7424550156733e-08	0.0653209775819035	Bag4
Abcc4	5.71047115001562e-12	0.0203900328954684	0.159	0.07	7.7839432245863e-08	0.0203900328954684	Abcc4
Kmt5c	5.76536794214651e-12	0.0788962320686312	0.198	0.115	7.85877304193991e-08	0.0788962320686312	Kmt5c
Kat2b	5.81394592265179e-12	0.0129548828374879	0.122	0.198	7.92498968716666e-08	0.0129548828374879	Kat2b
Tlr1	6.07064058803992e-12	0.0230038527975931	0.229	0.154	8.27489018555722e-08	0.0230038527975931	Tlr1
Ksr1	6.162831036423e-12	0.00972917454934726	0.143	0.051	8.40055498574819e-08	0.00972917454934726	Ksr1
Adipor2	6.1696423137442e-12	0.102484170469195	0.17	0.243	8.40983943786472e-08	0.102484170469195	Adipor2
Coq5	6.24566576950945e-12	0.147238172987295	0.305	0.221	8.51346701041833e-08	0.147238172987295	Coq5
Kpna2	6.35661737376434e-12	0.0120947011741261	0.101	0.061	8.66470514217817e-08	0.0120947011741261	Kpna2
Gba2	6.42548257787632e-12	0.0522370183362842	0.117	0.18	8.75857530190321e-08	0.0522370183362842	Gba2
Mtrr	6.44623835967057e-12	-0.00283431431708518	0.092	0.183	8.78686750806695e-08	0.00283431431708518	Mtrr
Dusp16	6.57524400514347e-12	-0.00236658498359608	0.062	0.153	8.96271510341107e-08	0.00236658498359608	Dusp16
Gnb4	6.69438531040365e-12	0.0317019043807442	0.089	0.135	9.12511661661122e-08	0.0317019043807442	Gnb4
2410131K14Rik	6.73839775083726e-12	0.00785509027234128	0.149	0.22	9.18510997416627e-08	0.00785509027234128	2410131K14Rik
Mtmr6	6.86369124648491e-12	0.0754759430725066	0.143	0.194	9.35589753808359e-08	0.0754759430725066	Mtmr6
Dlg1	7.18919634002119e-12	0.053079367673308	0.234	0.159	9.79959353108288e-08	0.053079367673308	Dlg1
Dusp23	7.52801733814493e-12	0.0062629123511598	0.112	0.162	1.02614404336254e-07	0.0062629123511598	Dusp23
1700058P15Rik	7.63873897407386e-12	0.0329892512653287	0.136	0.058	1.04123650955601e-07	0.0329892512653287	1700058P15Rik
Cept1	8.05528969080615e-12	0.0422999977841063	0.16	0.247	1.09801653775379e-07	0.0422999977841063	Cept1
Naa10	8.08892572498063e-12	0.0191345344271494	0.177	0.284	1.10260146557211e-07	0.0191345344271494	Naa10
Maml3	8.27649471514763e-12	0.0253698105244353	0.155	0.082	1.12816899462177e-07	0.0253698105244353	Maml3
Rps12-ps3	8.34276585396296e-12	-0.215758917790318	0.157	0.293	1.13720241355369e-07	0.215758917790318	Rps12-ps3
Efcab2	8.37858063141519e-12	0.0396198518980611	0.11	0.143	1.1420843258682e-07	0.0396198518980611	Efcab2
Ripk1	8.44313660189179e-12	0.0734866693917506	0.191	0.276	1.15088395020387e-07	0.0734866693917506	Ripk1
Mgmt	8.53531564825173e-12	-0.0127879568750986	0.062	0.132	1.16344887601319e-07	0.0127879568750986	Mgmt
Diaph2	8.55805897604313e-12	0.0312441502095117	0.222	0.145	1.16654901902444e-07	0.0312441502095117	Diaph2
Arid3a	9.04880645780217e-12	0.0176664144660337	0.124	0.052	1.23344280826301e-07	0.0176664144660337	Arid3a
Birc6	9.36822548167643e-12	0.0575868506372607	0.228	0.326	1.27698281540731e-07	0.0575868506372607	Birc6
Plac8	9.53909870848987e-12	-0.376221490629379	0.35	0.472	1.30027454495425e-07	0.376221490629379	Plac8
Bloc1s3	9.60137127350405e-12	0.020995538957852	0.154	0.222	1.30876291829134e-07	0.020995538957852	Bloc1s3
BC004004	9.65011855769329e-12	0.0648868362774954	0.206	0.282	1.31540766059917e-07	0.0648868362774954	BC004004
St13	9.91028700855109e-12	-0.0669960372080898	0.213	0.318	1.3508712221356e-07	0.0669960372080898	St13
Ckap2	1.06071939394862e-11	-0.00705834324447756	0.087	0.181	1.44586660589137e-07	0.00705834324447756	Ckap2
Vps4a	1.07565643307666e-11	0.0611942320498409	0.187	0.11	1.4662272839268e-07	0.0611942320498409	Vps4a
Ikzf3	1.10244947009567e-11	0.0233901142972381	0.142	0.222	1.50274887268741e-07	0.0233901142972381	Ikzf3
Zrsr1	1.11043687719649e-11	-0.0212422998291804	0.167	0.246	1.51363650730653e-07	0.0212422998291804	Zrsr1
Nckap5l	1.11686491700357e-11	0.0221012248586719	0.19	0.091	1.52239856836756e-07	0.0221012248586719	Nckap5l
Stk16	1.14374083209554e-11	0.0667062053497858	0.168	0.249	1.55903312822943e-07	0.0667062053497858	Stk16
Nucb1	1.17160668703086e-11	-0.00309624557258431	0.156	0.24	1.59701707509177e-07	0.00309624557258431	Nucb1
Gpn2	1.19243858601817e-11	0.0321583566860536	0.089	0.152	1.62541303660137e-07	0.0321583566860536	Gpn2
Smc3	1.19881251765431e-11	0.0173209433022077	0.214	0.327	1.63410134281459e-07	0.0173209433022077	Smc3
Ubb	1.21992956272376e-11	0.129831213050063	0.996	1	1.66288598694876e-07	0.129831213050063	Ubb
Celsr1	1.22245427177097e-11	0.0303308756978667	0.096	0.16	1.66632741785101e-07	0.0303308756978667	Celsr1
1700026D11Rik	1.24003371806672e-11	-0.00860724617193727	0.053	0.14	1.69028996109675e-07	0.00860724617193727	1700026D11Rik
Blcap	1.24926308327618e-11	0.0385345193417511	0.197	0.113	1.70287050881376e-07	0.0385345193417511	Blcap
Arap2	1.25645327395617e-11	0.0727232362072506	0.251	0.176	1.71267145772966e-07	0.0727232362072506	Arap2
Ndufaf1	1.27428455001922e-11	0.0397955697378134	0.141	0.207	1.7369772701312e-07	0.0397955697378134	Ndufaf1
Gm13212	1.28386276253529e-11	0.0218710519107404	0.189	0.12	1.75003333161185e-07	0.0218710519107404	Gm13212
Chpt1	1.3414111057719e-11	-0.0315343031439591	0.206	0.28	1.82847747827768e-07	0.0315343031439591	Chpt1
Trmt1l	1.34146320546673e-11	0.165801048409199	0.182	0.105	1.8285484953717e-07	0.165801048409199	Trmt1l
Trp53rka	1.34679905552807e-11	0.065909844585054	0.179	0.1	1.83582179259032e-07	0.065909844585054	Trp53rka
Pja2	1.34887199482042e-11	0.0315666861713572	0.118	0.171	1.83864741613972e-07	0.0315666861713572	Pja2
Ipo11	1.35181418062284e-11	0.0780481631901	0.187	0.115	1.84265790960699e-07	0.0780481631901	Ipo11
Ano6	1.3805253148009e-11	0.0390123887581761	0.159	0.24	1.8817940566051e-07	0.0390123887581761	Ano6
Ccdc163	1.42502678051549e-11	0.00657063149020561	0.045	0.116	1.94245400452067e-07	0.00657063149020561	Ccdc163
Car1	1.42792876767714e-11	-0.00519791680743243	0.088	0.188	1.94640970322071e-07	0.00519791680743243	Car1
Hyal2	1.4429788268003e-11	-0.0154164672749415	0.068	0.135	1.96692443881148e-07	0.0154164672749415	Hyal2
Itgae	1.45375729219624e-11	0.383335150312109	0.344	0.264	1.98161656499269e-07	0.383335150312109	Itgae
Gm20045	1.47800800275845e-11	-0.00220983204043024	0.076	0.146	2.01467270856005e-07	0.00220983204043024	Gm20045
Gsdme	1.52630403937743e-11	-0.00479488387418819	0.155	0.216	2.08050503607537e-07	0.00479488387418819	Gsdme
Gm11579	1.55529914607258e-11	0.0115145286123415	0.098	0.182	2.12002826601153e-07	0.0115145286123415	Gm11579
Rapgef2	1.60641354611303e-11	0.00836346791344494	0.163	0.249	2.18970230470668e-07	0.00836346791344494	Rapgef2
Sigirr	1.67393078107962e-11	0.0903864492961203	0.272	0.192	2.28173504768963e-07	0.0903864492961203	Sigirr
Slc7a1	1.71214164159211e-11	-0.0144310237696336	0.217	0.15	2.3338202716542e-07	0.0144310237696336	Slc7a1
Itsn1	1.78375252368867e-11	-0.00218943977604847	0.042	0.101	2.43143306504003e-07	0.00218943977604847	Itsn1
Dhx57	1.82187454387124e-11	-0.0288163625528883	0.111	0.204	2.48339719075089e-07	0.0288163625528883	Dhx57
Nfatc2	1.84776293816139e-11	0.0558313240660898	0.199	0.12	2.51868566100779e-07	0.0558313240660898	Nfatc2
Itpripl1	1.84992974703439e-11	0.000421042808020647	0.241	0.168	2.52163923818257e-07	0.000421042808020647	Itpripl1
Bysl	1.94189899981734e-11	-0.0149843491084465	0.15	0.226	2.64700252665101e-07	0.0149843491084465	Bysl
Gstz1	1.95287233730703e-11	0.0281098048703453	0.094	0.162	2.66196028298321e-07	0.0281098048703453	Gstz1
Zcwpw1	1.96875036368492e-11	-0.0161247924834153	0.182	0.117	2.68360362073892e-07	0.0161247924834153	Zcwpw1
Mcoln2	1.97699214387686e-11	-0.0318428288112383	0.116	0.191	2.69483799131855e-07	0.0318428288112383	Mcoln2
Srgn	1.98865612396329e-11	-0.182781703286016	0.589	0.768	2.71073716257436e-07	0.182781703286016	Srgn
BC024978	2.02512763810539e-11	-0.0199507602939765	0.087	0.121	2.76045148350145e-07	0.0199507602939765	BC024978
Pak1	2.03414799556785e-11	0.0514142197647807	0.116	0.043	2.77274713275854e-07	0.0514142197647807	Pak1
Ankrd54	2.05368513395843e-11	0.0765986775996308	0.218	0.141	2.79937820609874e-07	0.0765986775996308	Ankrd54
Wrn	2.06221584163318e-11	-0.0217273275975917	0.149	0.222	2.81100641373019e-07	0.0217273275975917	Wrn
Ttc14	2.14378817187846e-11	0.00517825020972607	0.328	0.459	2.92219765708753e-07	0.00517825020972607	Ttc14
Zfp810	2.15536016684389e-11	0.0515492501758924	0.121	0.201	2.93797144342491e-07	0.0515492501758924	Zfp810
Crk	2.16579675647641e-11	-0.0328999920669404	0.171	0.244	2.95219755875299e-07	0.0328999920669404	Crk
Tmed3	2.16761075836589e-11	0.0501630575114866	0.277	0.196	2.95467022472855e-07	0.0501630575114866	Tmed3
Rpp14	2.16934438480648e-11	0.011282120083379	0.116	0.191	2.95703333092971e-07	0.011282120083379	Rpp14
Ten1	2.21349993020163e-11	0.186909672965281	0.312	0.225	3.01722175485784e-07	0.186909672965281	Ten1
Trappc10	2.25598604148193e-11	0.0229560527457955	0.18	0.251	3.07513457314402e-07	0.0229560527457955	Trappc10
Wdr37	2.27161855659097e-11	-0.0110482231910684	0.118	0.203	3.09644325448915e-07	0.0110482231910684	Wdr37
Ralgps2	2.35318854179727e-11	0.131721034551827	0.261	0.189	3.20763130132386e-07	0.131721034551827	Ralgps2
Gsr	2.3725008205015e-11	0.0762786738510638	0.222	0.144	3.2339558684256e-07	0.0762786738510638	Gsr
Cdk19	2.44907766752953e-11	0.104190769066254	0.183	0.103	3.33833776860951e-07	0.104190769066254	Cdk19
Gnb1	2.46026138244645e-11	-0.027177698063294	0.159	0.258	3.35358229041275e-07	0.027177698063294	Gnb1
Slc37a4	2.51603153558811e-11	-0.0286041983375624	0.167	0.24	3.42960258616015e-07	0.0286041983375624	Slc37a4
Trap1	2.51920584973286e-11	0.00581672234558586	0.115	0.188	3.43392949377086e-07	0.00581672234558586	Trap1
Epsti1	2.65774689223363e-11	-0.295395579026237	0.386	0.553	3.62277478880366e-07	0.295395579026237	Epsti1
Gprc5b	2.69817021467054e-11	0.00655919138081975	0.041	0.115	3.67787581961741e-07	0.00655919138081975	Gprc5b
Mrnip	2.77365857710036e-11	0.0579433595577991	0.207	0.101	3.78077400644551e-07	0.0579433595577991	Mrnip
Ndrg1	2.79194352072784e-11	0.0721550723330391	0.163	0.063	3.80569821310411e-07	0.0721550723330391	Ndrg1
Mcph1	2.79252830939848e-11	0.0451546606529416	0.068	0.11	3.80649533854107e-07	0.0451546606529416	Mcph1
Scrn2	2.79714310176921e-11	0.0126669825108872	0.172	0.24	3.81278576202161e-07	0.0126669825108872	Scrn2
Kcnq1ot1	2.83026442231616e-11	-0.0776216909447192	0.133	0.232	3.85793343405916e-07	0.0776216909447192	Kcnq1ot1
Ccdc166	2.88240524691118e-11	0.0252263352315395	0.126	0.195	3.92900659206463e-07	0.0252263352315395	Ccdc166
Pten	2.88782262099615e-11	0.114258802614818	0.249	0.174	3.93639101467985e-07	0.114258802614818	Pten
Cyb5rl	2.89124397914218e-11	-0.0139511804302979	0.037	0.133	3.9410546679687e-07	0.0139511804302979	Cyb5rl
Mapkbp1	2.94201998987897e-11	-0.00191446708876537	0.038	0.139	4.01026744820402e-07	0.00191446708876537	Mapkbp1
4930412M03Rik	2.96343162467208e-11	-0.00829977418705298	0.054	0.104	4.03945364759052e-07	0.00829977418705298	4930412M03Rik
1810009A15Rik	2.96889213393307e-11	0.020733199267446	0.116	0.06	4.04689686776417e-07	0.020733199267446	1810009A15Rik
Ssbp3	3.03905905570676e-11	0.0891109786644984	0.201	0.127	4.14254139883388e-07	0.0891109786644984	Ssbp3
Serpinb6b	3.09053438631209e-11	-0.0207376299884948	0.211	0.151	4.21270742198202e-07	0.0207376299884948	Serpinb6b
Atp13a2	3.12296369761841e-11	0.000734580023039465	0.199	0.12	4.25691181622366e-07	0.000734580023039465	Atp13a2
Otud6b	3.13047370393044e-11	0.049059510272611	0.194	0.126	4.26714870582759e-07	0.049059510272611	Otud6b
Zc3h7a	3.25161523046251e-11	0.227773541978992	0.279	0.193	4.43227672064345e-07	0.227773541978992	Zc3h7a
Lnpk	3.26637702735103e-11	0.0199392449075613	0.178	0.258	4.45239852598218e-07	0.0199392449075613	Lnpk
Rnf111	3.34458482176609e-11	0.086761943790395	0.265	0.188	4.55900357054936e-07	0.086761943790395	Rnf111
2610301B20Rik	3.56583405631117e-11	-0.00727819970567989	0.125	0.18	4.86058840215776e-07	0.00727819970567989	2610301B20Rik
Caml	3.56676662643764e-11	-0.0649882928718151	0.215	0.285	4.86185958849715e-07	0.0649882928718151	Caml
Mafk	3.5865347602713e-11	-0.0166527515617511	0.223	0.3	4.88880553172581e-07	0.0166527515617511	Mafk
Ube2f	3.59284067207246e-11	0.0454674574492001	0.116	0.195	4.89740112010198e-07	0.0454674574492001	Ube2f
Zwint	3.75595225038361e-11	0.136830211069542	0.248	0.17	5.1197385124979e-07	0.136830211069542	Zwint
Phf8	3.82954359571553e-11	0.0141969346053402	0.103	0.166	5.22005087531985e-07	0.0141969346053402	Phf8
Rnf220	3.84105151813119e-11	0.0475519628868964	0.207	0.134	5.23573732436463e-07	0.0475519628868964	Rnf220
Timm29	3.86419587545651e-11	0.0415282136534593	0.138	0.189	5.26728539783477e-07	0.0415282136534593	Timm29
Lgals3	3.93372410307904e-11	0.0168480468146125	0.145	0.214	5.36205932490704e-07	0.0168480468146125	Lgals3
Shisa5	3.94731464454302e-11	0.209288389553289	0.939	0.959	5.38058459197659e-07	0.209288389553289	Shisa5
5830416I19Rik	3.95871383126884e-11	0.0572267849643423	0.231	0.159	5.39612282340255e-07	0.0572267849643423	5830416I19Rik
Casp3	3.96807565131238e-11	-0.0489455526708677	0.18	0.253	5.4088839203039e-07	0.0489455526708677	Casp3
Gmpr2	4.02338631944552e-11	0.0606861573526024	0.112	0.181	5.48427789203618e-07	0.0606861573526024	Gmpr2
Ptcd3	4.06756796143175e-11	0.0529558510425181	0.225	0.154	5.54450188822762e-07	0.0529558510425181	Ptcd3
Kctd1	4.10152333699534e-11	0.0266997813915545	0.123	0.02	5.59078646065835e-07	0.0266997813915545	Kctd1
Helz	4.22077655618844e-11	-0.044340423961854	0.181	0.265	5.75334052374046e-07	0.044340423961854	Helz
Pdia4	4.23819615412133e-11	0.117962402823945	0.176	0.252	5.77708517768279e-07	0.117962402823945	Pdia4
1700037H04Rik	4.34607850817611e-11	-0.018723338774995	0.088	0.183	5.92413961449486e-07	0.018723338774995	1700037H04Rik
Milr1	4.35674515135661e-11	0.071858409418631	0.207	0.12	5.9386793158142e-07	0.071858409418631	Milr1
Cmah	4.4610035581339e-11	-0.00839337927453471	0.187	0.285	6.08079395009232e-07	0.00839337927453471	Cmah
Slc3a2	4.49240085601859e-11	-0.120621804648417	0.355	0.489	6.12359160683895e-07	0.120621804648417	Slc3a2
Emid1	4.51778116467717e-11	0.0993775086113709	0.232	0.154	6.15818750557145e-07	0.0993775086113709	Emid1
Ttc4	4.55071627251014e-11	0.000233354834864474	0.09	0.165	6.20308135105857e-07	0.000233354834864474	Ttc4
Smad1	4.64887294586144e-11	0.0206313415701898	0.077	0.121	6.33687871250373e-07	0.0206313415701898	Smad1
Zbtb37	4.65560029875594e-11	0.0561827447047468	0.197	0.104	6.34604876723423e-07	0.0561827447047468	Zbtb37
Thra	4.77030527326899e-11	-0.0292428162337427	0.131	0.217	6.50240311799296e-07	0.0292428162337427	Thra
Eif1	4.78285204738426e-11	0.154436999649187	0.995	0.996	6.51950562578948e-07	0.154436999649187	Eif1
Gramd4	4.94885153095682e-11	0.0416327604444785	0.163	0.237	6.74577952184725e-07	0.0416327604444785	Gramd4
Srbd1	4.97477811344005e-11	-0.00523925796313695	0.085	0.125	6.78112004643013e-07	0.00523925796313695	Srbd1
Pex6	4.99322489295455e-11	-0.0168554372016474	0.065	0.137	6.80626485158635e-07	0.0168554372016474	Pex6
Tmem186	5.05708813255949e-11	0.0393192986064317	0.113	0.16	6.89331683349184e-07	0.0393192986064317	Tmem186
Ube4a	5.14433011372538e-11	0.0529216132156395	0.183	0.105	7.01223637801906e-07	0.0529216132156395	Ube4a
Kdm3a	5.17649279522561e-11	0.0338779307906955	0.162	0.242	7.05607732917202e-07	0.0338779307906955	Kdm3a
Cox15	5.26985513120001e-11	0.00994904866611113	0.03	0.113	7.18333952933874e-07	0.00994904866611113	Cox15
Fam46a	5.28492092171281e-11	-0.0470000480594399	0.109	0.191	7.20387570838674e-07	0.0470000480594399	Fam46a
Mtrf1	5.33260414618188e-11	-0.00939036713432249	0.11	0.179	7.26887271166052e-07	0.00939036713432249	Mtrf1
Wipi2	5.45122871011143e-11	-0.0607703735497077	0.15	0.231	7.4305698547529e-07	0.0607703735497077	Wipi2
Tmed4	5.52398192052208e-11	0.0617207831959403	0.135	0.21	7.52973975586365e-07	0.0617207831959403	Tmed4
Impdh2	5.59032807064536e-11	-0.22110640502937	0.171	0.298	7.62017619309669e-07	0.22110640502937	Impdh2
Tmem161b	5.6946894645152e-11	0.06404926374462	0.176	0.082	7.76243120908068e-07	0.06404926374462	Tmem161b
Yipf2	5.70567082393784e-11	0.00737095179621123	0.115	0.179	7.77739990010968e-07	0.00737095179621123	Yipf2
Stard7	5.83071298059918e-11	0.0889828976929186	0.146	0.222	7.94784486385474e-07	0.0889828976929186	Stard7
Tamm41	5.89434221062078e-11	0.00585008856613596	0.203	0.148	8.03457786729719e-07	0.00585008856613596	Tamm41
Cd2	5.89916260133633e-11	0.34335613261133	0.704	0.707	8.04114854188155e-07	0.34335613261133	Cd2
C030034I22Rik	5.92380338565765e-11	0.107793615817229	0.249	0.18	8.07473639498994e-07	0.107793615817229	C030034I22Rik
Pja1	5.93427311088682e-11	-0.0377781364763973	0.162	0.242	8.08900767744983e-07	0.0377781364763973	Pja1
Hopx	6.20298847572468e-11	-0.083403072536497	0.149	0.234	8.45529359126032e-07	0.083403072536497	Hopx
Plekho2	6.27691424301926e-11	0.0448490787938567	0.177	0.105	8.55606180465956e-07	0.0448490787938567	Plekho2
Ttc17	6.28674494430363e-11	0.0399491710650049	0.189	0.118	8.56946203358027e-07	0.0399491710650049	Ttc17
Rbmx	6.29336222905568e-11	0.0619940230134264	0.139	0.216	8.57848205442579e-07	0.0619940230134264	Rbmx
Mrpl11	6.34777103769788e-11	-0.000430377698974138	0.178	0.268	8.65264670148599e-07	0.000430377698974138	Mrpl11
Map2k1	6.40042135615019e-11	0.0361977433694192	0.136	0.219	8.72441435056832e-07	0.0361977433694192	Map2k1
Emp3	6.61818485793847e-11	0.351247618777628	0.697	0.693	9.02124777985592e-07	0.351247618777628	Emp3
Mtch2	6.64724350783324e-11	0.102976264318855	0.206	0.296	9.0608576255275e-07	0.102976264318855	Mtch2
Strn4	6.72920139567306e-11	0.029631701085799	0.159	0.231	9.17257442244195e-07	0.029631701085799	Strn4
Gatb	6.92253648228754e-11	0.00414784150450758	0.153	0.213	9.43610947900615e-07	0.00414784150450758	Gatb
Ldhb	7.00197163773571e-11	0.469686302587837	0.337	0.246	9.54438753939755e-07	0.469686302587837	Ldhb
Smarca5	7.05975413309856e-11	0.0713543372677434	0.185	0.266	9.62315085882665e-07	0.0713543372677434	Smarca5
Abt1	7.42491338184022e-11	-0.00466474547734747	0.201	0.282	1.01208994307864e-06	0.00466474547734747	Abt1
Clip2	7.4372484826086e-11	0.0291963904503353	0.153	0.099	1.01377134066438e-06	0.0291963904503353	Clip2
Pccb	7.52245489715038e-11	0.0360959297370686	0.089	0.125	1.02538582703057e-06	0.0360959297370686	Pccb
R3hcc1l	7.53444780749911e-11	-0.0306682579727017	0.12	0.191	1.0270205806402e-06	0.0306682579727017	R3hcc1l
Suclg2	7.70507743507168e-11	0.0322885086947284	0.135	0.213	1.05027910517462e-06	0.0322885086947284	Suclg2
